3rd	abrump	"break (bonds); break off; tear asunder; cut through, sever; remove, separate;"	present_stem
3rd	absced	"withdraw, depart, retire; go/pass off/away; desist; recede (coasts); slough;"	present_stem
3rd	abscid	"hew/cut off/away/out; fell/cut down; remove, separate/cut off/destroy, divide;"	present_stem
3rd	abscid	|take away violently; expel/banish; destroy (hope); amputate; prune; cut short;	present_stem
3rd	abscind	"tear (away/off) (clothing); cut off/away/short; part, break, divide, separate;"	present_stem
2nd	abscond	"hide, conceal, secrete, /shelter/; leave behind; bury, engulf, swallow up; keep;"	present_stem
3rd	abscond	"hide, conceal, secrete, /shelter/; leave behind; bury, engulf, swallow up; keep;"	present_stem
3rd	abscond	"hide, conceal, secrete, /shelter/; leave behind; bury, engulf, swallow up; keep;"	present_stem
1st	absent	"send away, cause one to be absent; be absent;"	present_stem
4th	absil	rush/fly away (from); burst/fly apart;	present_stem
3rd	absist	"withdraw from; desist, cease; leave off; depart, go away from; stand back;"	present_stem
3rd	absolv	"free (bonds), release; acquit; vote for/secure acquittal; pay off; sum up;"	present_stem
1st	abson	have harsh/discordant/unpleasant sound;	present_stem
2nd	absorb	"devour; swallow up; engulf, submerge; engross; absorb, suck in; import; dry up;"	present_stem
2nd	absorb	"devour; overwhelm; swallow up/engulf, submerge; absorb, suck in; import; dry up;"	present_stem
1st	abst	"stand at a distance, stand off; keep at a distance;"	present_stem
2nd	absterg	"wipe off/clean/away, clean away, cleanse, strip off; banish, expel, dispel;"	present_stem
3rd	absterg	"wipe off/clean/away, clean away, cleanse, strip off; banish, expel, dispel;"	present_stem
2nd	absterr	"frighten off/away; drive away; deter, discourage; keep away/withhold from, den;"	present_stem
2nd	abstin	"withhold, keep away/clear; abstain, fast; refrain (from); avoid; keep hands of;"	present_stem
3rd	abstrah	"drag away from, remove forcibly, abort; carry off to execution; split;"	present_stem
3rd	abstrud	"thrust away, conceal, hide; suppress/prevent (emotion) becoming apparent;"	present_stem
3rd	abstul	"to take away, withdraw;"	present_stem
3rd	absum	"spend, waste, squander, use up; take up (time); consume; exhaust, wear out;"	present_stem
1st	abund	"abound (in), have in large measure; overdo, exceed; overflow; be rich/numerous;"	present_stem
3rd	abvert	"turn away from/aside, divert, rout; disturb; withdraw; steal, misappropriate;"	present_stem
2nd	ac	be sour;	present_stem
2nd	acc	"send for, summon (forth), fetch; invite; (w/mortum) commit suicide;"	present_stem
4th	acc	"send for, summon (forth), fetch; invite; (w/mortum) commit suicide;"	present_stem
3rd	accan	sing to/with;	present_stem
3rd	accant	sing to (person); sing at (place);	present_stem
1st	accapit	admit subservience; acknowledge feudal liability;	present_stem
3rd	acced	"come near, approach; agree with; be added to (w/ad or in + ACC); constitute;"	present_stem
1st	acceler	"speed up, quicken, hurry; make haste, act quickly, hasten; accelerate;"	present_stem
3rd	accend	"kindle, set on fire, light; illuminate; inflame, stir up, arouse; make bright;"	present_stem
2nd	accens	attach as an attendant to; add to;	present_stem
3rd	accent	sing to (person); sing at (place);	present_stem
1st	accept	"receive regularly, take (payment/food); be given (name); submit to; grasp idea;"	present_stem
3rd	accers	"send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself"	present_stem
3rd	accers	"send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself"	present_stem
4th	accers	"send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself"	present_stem
1st	accessit	approach repeatedly; keep on coming;	present_stem
3IO	acc	"send for, summon (forth), fetch; invite; (w/mortum) commit suicide;"	present_stem
3rd	accid	"fall upon/down/to/at or near, descend, alight; happen, occur; happen to (DAT);"	present_stem
3rd	accid	"cut, cut into/down/up, hack, hew, fell; overthrow, destroy; cut short; weaken;"	present_stem
3rd	accid	"happens, turns out, befalls; fall upon; come to pass, occur;"	present_stem
3rd	accin	sing to/with;	present_stem
3rd	accing	"gird on or about, surround; equip, provide (with); get ready, prepare (for);"	present_stem
3IO	accip	"take, grasp, receive, accept, undertake; admit, let in, hear, learn; obey;"	present_stem
1st	accipitr	"tear, rend (like a hawk);"	present_stem
1st	acclam	"shout (at), cry out against, protest; shout approval, applaud;"	present_stem
1st	acclar	"make clear, reveal, make manifest;"	present_stem
1st	acclin	"lay down, rest (on) (w/DAT), lean against/towards, incline (to);"	present_stem
3rd	acclud	"close up, shut the door;"	present_stem
3rd	accognosc	recognize (visually or by some other means);	present_stem
3rd	accol	dwell/live near; be a neighbor to;	present_stem
1st	accommod	"adapt, adjust to, fit, suit; apply to, fasten on; apply/devote oneself to;"	present_stem
1st	accomod	"adapt, adjust to, fit, suit; apply to, fasten on; apply/devote oneself to;"	present_stem
1st	acconger	"bear, bring forth;"	present_stem
1st	accord	agree with; harmonize;	present_stem
1st	accorpor	"incorporate, fit/join to;"	present_stem
3rd	accred	"give credence to, believe; put faith in, trust;"	present_stem
3rd	accresc	"increase/swell, grow larger/up/progressively; be added/annexed to; arise;"	present_stem
1st	accub	lie near or by; recline at table;	present_stem
3rd	accud	"coin in addition; strike/stamp/mint (coin) (L+S); make more money, add wealth;"	present_stem
3rd	accumb	"take a place/recline at the table; lie on (bed), lie at/prone, lie beside;"	present_stem
1st	accumul	"accumulate, heap/pile up/soil; add by exaggeration; add, increase, enhance;"	present_stem
1st	accur	"take care of, attend to (duties/guests), give attention to; perform with care;"	present_stem
3rd	accurr	"run/hasten to (help); come/rush up (inanim subj.); charge, rush to attack;"	present_stem
3rd	accurr	"run/hasten to (help); come/rush up (inanim subj.); charge, rush to attack;"	present_stem
1st	accus	"accuse, blame, find fault, impugn; reprimand; charge (w/crime/offense);"	present_stem
1st	accusit	accuse repeatedly; go on accusing;	present_stem
1st	accuss	"accuse, blame, find fault, impugn; reprimand; charge (w/crime/offense);"	present_stem
1st	acerb	embitter; aggravate; make disagreeable; make worse;	present_stem
1st	acerv	heap/pile up; make into heaps/piles; massed/categorized together; cover with;	present_stem
3rd	acesc	turn/become sour;	present_stem
1st	acetasc	become sour/vinegary;	present_stem
1st	acontiz	shoot a dart; spout/gush forth (blood);	present_stem
3rd	acquiesc	"lie with (w/cum), rest/relax; repose (death); acquiesce/assent/submit; subside;"	present_stem
3rd	acquiesc	"lie with (w/cum), rest/relax; repose (death); acquiesce/assent/submit; subside;"	present_stem
3rd	acquir	"acquire (goods/money/adherents), obtain, gain, get; add to stock; accrue;"	present_stem
1st	actit	"act/plead frequently/repeatedly; take parts in play as actor, be actor in;"	present_stem
1st	actu	implement; actuate;	present_stem
2nd	acu	accentuate;	present_stem
3rd	acu	"whet, sharpen, cut to a point; spur on, provoke, incite; come to a head (PASS);"	present_stem
1st	acumin	"sharpen, make pointed, cut to a point;"	present_stem
1st	adaequ	"equalize, make equal in height, come up to level; compare (to); be equal; raze;"	present_stem
1st	adaer	"calculate the area of a piece of land, appraise, value (in money), estimate;"	present_stem
1st	adaestu	"rush, roar, boil up;"	present_stem
1st	adagger	"heap (earth, etc.) up around/over; seethe, foam up;"	present_stem
1st	adallig	"bind/fasten to, attach;"	present_stem
1st	adam	fall in love/lust with; love passionately/adulterously; admire greatly; covet;	present_stem
1st	adambul	walk beside/near;	present_stem
1st	adampli	"enlarge, increase, widen; embellish;"	present_stem
4th	adaper	"throw open, open wide; unroll (scroll), open (book); uncover, reveal; open up;"	present_stem
3IO	adaper	"throw open, open wide; unroll (scroll), open (book); uncover, reveal; open up;"	present_stem
1st	adapt	"adjust, modify; fit (to) (w/DAT);"	present_stem
1st	adar	plow carefully;	present_stem
3rd	adaresc	become dry; dry up;	present_stem
1st	adauct	"increase, add to the resources of;"	present_stem
2nd	adaug	"increase, augment, intensify; supplement, make more; exaggerate, magnify;"	present_stem
3rd	adaugesc	"become greater/more numerous, increase;"	present_stem
1st	adbell	make war upon;	present_stem
3rd	adbib	"drink (in addition), take in by drinking; drink in, absorb, listen eagerly to;"	present_stem
3rd	adbit	"approach, come/draw near;"	present_stem
1st	adblater	"prattle, chatter;"	present_stem
1st	adbrevi	"shorten, cut off; abbreviate, abstract; epitomize (Souter); break off; weaken;"	present_stem
3rd	adced	"come near, approach; agree with; be added to (w/ad or in + ACC); constitute;"	present_stem
1st	adceler	"speed up, quicken, hurry; make haste, act quickly, hasten; accelerate;"	present_stem
1st	adclam	"shout (at), cry out against, protest; shout approval, applaud;"	present_stem
1st	adclar	"make clear, reveal, make manifest;"	present_stem
1st	adclin	"lay down, rest (on) (w/DAT), lean against/towards, incline (to);"	present_stem
3rd	adclud	"close up, shut the door;"	present_stem
3rd	adcognosc	recognize (visually or by some other means);	present_stem
3rd	adcol	dwell/live near; be a neighbor to;	present_stem
1st	adcommod	"adapt, adjust to, fit, suit; apply to, fasten on; apply/devote oneself to;"	present_stem
3rd	adcred	"give credence to, believe; put faith in, trust;"	present_stem
3rd	adcresc	"increase/swell, grow larger/up/progressively; be added/annexed to; arise;"	present_stem
3rd	adcud	"coin in addition; strike/stamp/mint (coin) (L+S); make more money, add wealth;"	present_stem
3rd	adcumb	"take a place/recline at the table; lie on (bed), lie at/prone, lie beside;"	present_stem
1st	adcumul	"accumulate, heap/pile up/soil; add by exaggeration; add, increase, enhance;"	present_stem
1st	adcur	"take care of, attend to (duties/guests), give attention to; perform with care;"	present_stem
3rd	adcurr	"run/hasten to (help); come/rush up (inanim subj.); charge, rush to attack;"	present_stem
3rd	adcurr	"run/hasten to (help); come/rush up (inanim subj.); charge, rush to attack;"	present_stem
3rd	add	"add, insert, bring/attach to, say in addition; increase; impart; associate;"	present_stem
2nd	addec	"it is fitting/proper, it behooves;"	present_stem
1st	addecim	take the tenth part/a tenth; tithe;	present_stem
1st	addens	"thicken, make more dense;"	present_stem
2nd	addens	"make more dense, close up (the ranks);"	present_stem
3rd	addic	"be propitious; adjudge, sentence, doom; confiscate; award, assign; enslave;"	present_stem
3rd	addisc	learn in addition/further/besides; learn;	present_stem
1st	addivin	"prognosticate, divine;"	present_stem
2nd	addoc	teach new/additional accomplishments;	present_stem
4th	addorm	"fall asleep, go to sleep; begin to sleep;"	present_stem
3rd	addormisc	fall asleep;	present_stem
1st	addubit	"doubt, be doubtful/uncertain; hesitate (to), hesitate over a situation;"	present_stem
3rd	adduc	"lead up/to/away; bring up/to; persuade, induce; lead, bring; contract, tighten;"	present_stem
3rd	aded	"eat up, eat into/away at, nibble, squander; wear down, exhaust; erode;"	present_stem
1st	adequit	"ride up to/towards/near, gallop up;"	present_stem
1st	aderr	stray towards/near; wander to/by;	present_stem
1st	adesc	feed; fatten;	present_stem
4th	adessur	be very hungry/starving;	present_stem
4th	adesur	be very hungry/starving;	present_stem
3IO	adfic	"affect, make impression; move, influence; cause (hurt/death), afflict, weaken;"	present_stem
3rd	adfig	"fasten/fix/pin/attach to (w/DAT), annex; impress upon; pierce; chain, confine;"	present_stem
1st	adfigur	form (word) by analogy;	present_stem
3rd	adfing	"add to, attach; aggravate; embellish, counterfeit, forge; claim wrongly;"	present_stem
1st	adfirm	"affirm/assert (dogmatically/positively); confirm, ratify, restore; emphasize;"	present_stem
1st	adfl	"blow/breathe (on/towards); inspire, infuse; waft; graze; breathe poison on;"	present_stem
2nd	adfl	weep/cry at; weep as an accompaniment;	present_stem
1st	adflect	"affect, move, influence (to a course of action);"	present_stem
1st	adflict	"shatter, damage, strike repeatedly, buffet, wreck; oppress, afflict; vex;"	present_stem
3rd	adflig	"overthrow/throw down; afflict, damage, crush, break, ruin; humble, weaken, vex;"	present_stem
3rd	adflu	"flow on/to/towards/by; glide/drift quietly; flock together, throng; abound;"	present_stem
3IO	adfod	add by digging;	present_stem
1st	adformid	"be afraid, fear;"	present_stem
3rd	adfrang	"cause to be broken against, crush/strike/break against; break in pieces;"	present_stem
3rd	adfrem	roar/rage/growl (at); assent noisily to (w/DAT);	present_stem
1st	adfri	"sprinkle (powder); crumble, grate;"	present_stem
1st	adfric	"rub (one thing against another); apply/communicate/impart by rubbing, smear on;"	present_stem
1st	adfric	"rub (one thing against another); apply/communicate/impart by rubbing, smear on;"	present_stem
3rd	adfring	"cause to be broken against, crush/strike/break against; break in pieces;"	present_stem
3rd	adfu	"flow/stream/issue (from), flow away; abound in (w/ABL), be abundant, abound;"	present_stem
2nd	adfulg	"shine forth, appear, dawn; shine/smile upon (w/favor), appear favorable;"	present_stem
3rd	adfund	"pour on/upon/into, heap up; shed/spill (blood); wash;"	present_stem
2nd	adgaud	delight in; be delighted with;	present_stem
3rd	adgem	groan in conjunction/sympathy (with);	present_stem
1st	adgener	beget in addition;	present_stem
1st	adger	"heap/fill up, bring, carry; increase, add fuel; push/crowd/press together;"	present_stem
3rd	adger	"heap/cover up over, pile/build up, erect; accumulate; intensify, exaggerate;"	present_stem
1st	adglomer	"gather into a body, mass together, join forces; pile up in masses; agglomerate;"	present_stem
1st	adglutin	glue/stick/adhere/fasten to/together; fit/grip on closely; bring in contact;	present_stem
3rd	adgnosc	"recognize, realize, discern; acknowledge, claim, admit to/responsibility;"	present_stem
1st	adgrav	"aggravate, exaggerate; weigh down, oppress; make heavier; embarrass further;"	present_stem
3rd	adgravesc	"become heavy; become severe/dangerous (illness), grow worse; be aggravated;"	present_stem
3IO	adgred	"approach, advance; attack, assail; undertake, seize (opportunity), attempt;"	present_stem
1st	adgreg	"collect, include, group, implicate; (cause to) flock/join together, attach;"	present_stem
1st	adgubern	steer (ones course);	present_stem
2nd	adhaer	"adhere, stick, cling/cleave to; hang on; be attached/concerned/involved;"	present_stem
3rd	adhaeresc	"cling to, adhere, stick (in trouble); become lodged in (weapons); run aground;"	present_stem
1st	adhal	breathe upon;	present_stem
1st	adham	"catch, secure;"	present_stem
2nd	adher	"adhere, stick, cling/cleave to; hang on; be attached/concerned/involved;"	present_stem
3rd	adheresc	"adhere tightly, stick fast;"	present_stem
2nd	adhib	"summon, invite, bring in; consult; put, add; use, employ, apply; hold out to;"	present_stem
4th	adhinn	whinny to/at; express delight; strive after/long for with voluptuous desire;	present_stem
2nd	adhorr	shudder (in addition);	present_stem
1st	adhospit	entertain as guest; propitiate;	present_stem
3IO	adic	"add, increase, raise; add to (DAT/ad+ACC); suggest; hurl (weapon); throw to/at;"	present_stem
3rd	adig	"drive in/to (cattle), force, impel; cast, hurl; consign (curse); bind (oath);"	present_stem
3rd	adim	"withdraw, take away, carry off; castrate; deprive, steal, seize; annul; rescue;"	present_stem
2nd	adimpl	"fill up (with); fulfill, carry out (promise/obligation);"	present_stem
3rd	adincresc	increase;	present_stem
3rd	adind	"insert, put in/to; put in besides;"	present_stem
1st	adinfl	swell up;	present_stem
3rd	adinger	bring to/heap on in addition;	present_stem
3rd	adinquir	investigate/inquire/look into further;	present_stem
1st	adinspect	watch; guard (person);	present_stem
4th	adinven	devise/invent/find out (in addition/intensive);	present_stem
1st	adit	approach often/frequently/habitually;	present_stem
2nd	adjac	"lie near to, lie beside; be adjacent/contiguous to, neighbor on; live near;"	present_stem
3IO	adjic	"add, increase, raise; add to (DAT/ad+ACC); suggest; hurl (weapon); throw to/at;"	present_stem
3IO	adjic	"add, increase, raise; add to (DAT/ad+ACC); suggest; hurl (weapon); throw to/at;"	present_stem
1st	adjudic	"adjudge, impute, attribute, ascribe (to); award (as a judge), assign (to);"	present_stem
1st	adjug	"join, attach (to);"	present_stem
3rd	adjung	"add, attach, join to, add to, support; apply to; harness, yoke; direct; confer;"	present_stem
1st	adjur	swear by/solemnly; affirm with oath; charge/entreat/urge (as under oath/curse);	present_stem
1st	adjuv	"help, aid, abet, encourage, favor; cherish, sustain; be of use, be profitable;"	present_stem
1st	adjuv	"help, aid, abet, encourage, favor; cherish, sustain; be of use, be profitable;"	present_stem
1st	adlabor	make a special effort; take trouble to;	present_stem
1st	adlacrim	"shed tears, cry, weep (at or as an accompaniment to something);"	present_stem
3rd	adlamb	lick (of flames);	present_stem
1st	adlatr	"bark at; rail at; rage, roar (sea);"	present_stem
1st	adlaud	"praise, commend;"	present_stem
1st	adlav	"flow up to (water), wash;"	present_stem
1st	adlect	"entice, allure, encourage, invite;"	present_stem
1st	adleg	"depute/send as agent, commission, put up; suborn; urge/plea, lay before; allege;"	present_stem
3rd	adleg	"choose, admit, elect, recruit, select, appoint;"	present_stem
1st	adlev	"lift/raise/heap/pile up, exalt; alleviate/diminish/weaken; comfort/console/cheer"	present_stem
1st	adlev	"|smooth, smooth off, make smooth; polish; depilate;"	present_stem
1st	adlevi	"lighten, make light; deal lightly/leniently with; raise up, relieve;"	present_stem
3rd	adlibesc	"be pleasing, gratify; be roused with desire (for);"	present_stem
3IO	adlicefac	"entice, allure; attract, lure, seduce;"	present_stem
3IO	adlic	"draw gently to, entice, lure, induce (sleep), attract, win over, encourage;"	present_stem
3rd	adlid	"dash/crush against, bruise; ruin, damage; shipwreck; (PASS) suffer damage;"	present_stem
1st	adlig	"bind/fetter (to); bandage; hinder, impede, detain; accuse; implicate/involve in;"	present_stem
3rd	adlin	smear/spread/dash over (W/DAT); spread out on; adhere to;	present_stem
3rd	adlu	"wash/flow past/near/against, lap; beset; bathe (person) (tears); deposit silt;"	present_stem
3rd	adlubesc	"be pleasing, gratify; be roused with desire (for);"	present_stem
2nd	adluc	shine upon; light (torch); show/give (opportunity/chance); give/supply light;	present_stem
3rd	adlud	"frolic/play/sport around/with, play against; jest, make mocking allusion to;"	present_stem
1st	adludi	play/frolic (with);	present_stem
1st	admatur	"hasten (an occurrence); bring to maturity, mature, ripen;"	present_stem
1st	adme	"go to, approach;"	present_stem
1st	admigr	go and live with; go to a place; come to; be added to;	present_stem
1st	administr	"administer, manage, direct; assist; operate, conduct; maneuver (ship); bestow;"	present_stem
2nd	admisc	"mix, mix together; involve; add an ingredient to; contaminate; confuse, mix up;"	present_stem
2nd	admisc	"mix, mix together; involve; add an ingredient to; contaminate; confuse, mix up;"	present_stem
3rd	admitt	"urge on, put to a gallop; let in, admit, receive; grant, permit, let go;"	present_stem
4th	admoen	"bring (siege engine) into operation, draw near the walls; besiege, invest;"	present_stem
2nd	admon	"admonish, remind, prompt; suggest, advise, raise; persuade, urge; warn, caution;"	present_stem
3IO	admonefac	admonish; warn; urge; call to duty;	present_stem
2nd	admord	"bite at/into, gnaw; extract money from; fleece; get possession of their property"	present_stem
2nd	admov	"move up, bring up/near; lean on, conduct; draw near, approach; apply, add;"	present_stem
4th	admug	low (to); bellow (to); (like a bull);	present_stem
1st	admulc	stroke;	present_stem
1st	admutil	"cut/clip close; shave; fleece, cheat, defraud;"	present_stem
1st	adn	"swim to/towards, approach by swimming; sail to/towards; brought by sea (goods);"	present_stem
1st	adnarr	tell/relate (to);	present_stem
1st	adnat	swim to/up to; swim beside/alongside;	present_stem
1st	adnavig	sail to/up to/towards; sail beside/alongside;	present_stem
3rd	adnect	"tie on/to, tie up (ship); bind to; fasten on; attach, connect, join, annex;"	present_stem
1st	adneg	refuse; withhold;	present_stem
1st	adnict	wink to/at; blink at;	present_stem
1st	adnihil	"annihilate, destroy, demolish, ruin, bring to nothing;"	present_stem
1st	adnilil	"annihilate, bring to nothing;"	present_stem
1st	adnod	"cut (shoot) right back, cut flush; cut off knots, cut away suckers;"	present_stem
1st	adnot	"note/jot down, notice, become aware; mark, annotate; record, state; designate;"	present_stem
3rd	adnu	"designate by a nod; indicate, declare; nod assent; smile on; agree to, grant;"	present_stem
1st	adnubil	bring up clouds (against);	present_stem
1st	adnull	"annihilate, obliterate, destroy; annul (eccl.);"	present_stem
1st	adnumer	"count (in/out), pay; reckon (time); enumerate, run through; classify as; add;"	present_stem
1st	adnunti	"announce, say, make known; report, bring news; prophesy/announce before; preach;"	present_stem
1st	adnut	nod (to); order/assent to by a nod; bow to;	present_stem
4th	adnutr	train (on);	present_stem
3rd	adobru	"cover over with earth, bury;"	present_stem
2nd	adol	emit/give out a smell/odor;	present_stem
2nd	adol	"worship, make/burn sacrifice/offerings; cremate; destroy/treat by fire/heat;"	present_stem
3rd	adolesc	"burn, blaze up, flame, be kindled; (of a sacrifice);"	present_stem
3rd	adolesc	"grow up, mature, reach manhood/peak; become established/strong; grow, increase;"	present_stem
3rd	adolesc	"grow up, mature, reach manhood/peak; become established/strong; grow, increase;"	present_stem
4th	adolescentur	want to behave in a youthful manner;	present_stem
4th	adoper	"cover, cover over;"	present_stem
1st	adopt	"adopt, select, secure, pick out; wish/name for oneself; adopt legally;"	present_stem
1st	ador	"honor, adore, worship, pay homage, reverence; beg, plead with, appeal to;"	present_stem
4th	ador	"assail/assault/attack, rise against (military/political/plague); accost/address;"	present_stem
4th	ador	|improperly influence; undertake/try/attempt/come to grips; begin/set to work;	present_stem
1st	adordin	"set in order, arrange;"	present_stem
1st	adorn	"equip, get ready, prepare; set off; adorn, array, embellish; honor, endow;"	present_stem
3rd	adpang	fasten to;	present_stem
1st	adpar	"prepare, fit out, make ready, equip, provide; attempt; organize (project);"	present_stem
2nd	adpar	"appear; be evident/visible/noticed/found; show up, occur; serve (w/DAT);"	present_stem
2nd	adpar	it is apparent/evident/clear/certain/visible/noticeable/found; it appears;	present_stem
3rd	adparesc	begin to appear;	present_stem
3IO	adpar	"acquire, gain in addition;"	present_stem
1st	adpector	press/clasp to the breast;	present_stem
1st	adpell	call (upon); address; dun; solicit; appeal (to); bring to court; accuse; name;	present_stem
3rd	adpell	"drive to, move up, bring along, force towards; put ashore at, land (ship);"	present_stem
1st	adpellit	call or name (frequently or habitually);	present_stem
2nd	adpend	to be pending;	present_stem
3rd	adpend	"weigh out; pay/give out; hang, cause to be suspended;"	present_stem
2nd	adpertin	"belong to, appertain to; (w/DAT or ad);"	present_stem
3rd	adpet	"seek/grasp after, desire; assail; strive eagerly/long for; approach, near;"	present_stem
3rd	adpetiss	seek eagerly after;	present_stem
3rd	adping	paint upon/beside; add in writing/painting; add something (to verbal picture);	present_stem
3rd	adping	|fasten/join to;	present_stem
3rd	adplaud	"strike together; clap, applaud; strike, slap; dash to the ground (w/terrae);"	present_stem
1st	adplic	"connect, place near, bring into contact; land (ship); adapt; apply/devote to;"	present_stem
1st	adplic	"connect, place near, bring into contact; land (ship); adapt; apply/devote to;"	present_stem
3rd	adplod	"strike together; clap, applaud; strike, slap; dash to the ground (w/terrae);"	present_stem
1st	adplor	"lament, weep at/on account of; deplore (thing);"	present_stem
1st	adplumb	"solder, solder on, affix by soldering, close/seal by soldering/with solder;"	present_stem
3rd	adpon	"place near, set before/on table, serve up; put/apply/add to; appoint/assign;"	present_stem
1st	adport	carry/convey/bring (to); import; present (play); bring (news); make ones way;	present_stem
3rd	adposc	demand in addition;	present_stem
1st	adpostul	beg/entreaty/solicit importunately/persistently/troublesomely/pressingly;	present_stem
3rd	adprehend	"seize (upon), grasp, cling to, lay hold of; apprehend; embrace; overtake;"	present_stem
3rd	adprend	"seize (upon), grasp, cling to, lay hold of; apprehend; embrace; overtake;"	present_stem
1st	adprens	snatch at;	present_stem
1st	adpreti	"value, set/estimate a price, appraise; purchase, buy; appropriate to ones self;"	present_stem
3rd	adprim	press on/to; clench (the teeth);	present_stem
1st	adprob	"approve, commend, endorse; prove; confirm; justify; allow; make good;"	present_stem
3rd	adpromitt	"promise in addition (to another), promise also;"	present_stem
1st	adpron	lean forwards;	present_stem
