"","V1","V2"
"52","acquie","lie with (w/cum), rest/relax; repose (death); acquiesce/assent/submit; subside;"
"53","acquiev","lie with (w/cum), rest/relax; repose (death); acquiesce/assent/submit; subside;"
"54","acquisiv","acquire (goods/money/adherents), obtain, gain, get; add to stock; accrue;"
"55","acu","whet, sharpen, cut to a point; spur on, provoke, incite; come to a head (PASS);"
"56","adaperu","throw open, open wide; unroll (scroll), open (book); uncover, reveal; open up;"
"57","adarecu","become dry; dry up;"
"58","adbib","drink (in addition), take in by drinking; drink in, absorb, listen eagerly to;"
"59","adcess","come near, approach; agree with; be added to (w/ad or in + ACC); constitute;"
"60","adclus","close up, shut the door;"
"61","adcolu","dwell/live near; be a neighbor to;"
"62","adcredid","give credence to, believe; put faith in, trust;"
"63","adcrev","increase/swell, grow larger/up/progressively; be added/annexed to; arise;"
"64","adcumbu","take a place/recline at the table; lie on (bed), lie at/prone, lie beside;"
"65","adcucurr","run/hasten to (help); come/rush up (inanim subj.); charge, rush to attack;"
"66","adcurr","run/hasten to (help); come/rush up (inanim subj.); charge, rush to attack;"
"67","addix","be propitious; adjudge, sentence, doom; confiscate; award, assign; enslave;"
"68","addidic","learn in addition/further/besides; learn;"
"69","addid","add, insert, bring/attach to, say in addition; increase; impart; associate;"
"70","addux","lead up/to/away; bring up/to; persuade, induce; lead, bring; contract, tighten;"
"71","aded","eat up, eat into/away at, nibble, squander; wear down, exhaust; erode;"
"72","adfec","affect, make impression; move, influence; cause (hurt/death), afflict, weaken;"
"73","adfix","fasten/fix/pin/attach to (w/DAT), annex; impress upon; pierce; chain, confine;"
"74","adfinx","add to, attach; aggravate; embellish, counterfeit, forge; claim wrongly;"
"75","adflix","overthrow/throw down; afflict, damage, crush, break, ruin; humble, weaken, vex;"
"76","adflux","flow on/to/towards/by; glide/drift quietly; flock together, throng; abound;"
"77","adfud","pour on/upon/into, heap up; shed/spill (blood); wash;"
"78","adfux","flow/stream/issue (from), flow away; abound in (w/ABL), be abundant, abound;"
"79","adgess","heap/cover up over, pile/build up, erect; accumulate; intensify, exaggerate;"
"80","adgnov","recognize, realize, discern; acknowledge, claim, admit to/responsibility;"
"81","aggress","approach, advance; attack, assail; undertake, seize (opportunity), attempt;"
"82","adhaes","cling to, adhere, stick (in trouble); become lodged in (weapons); run aground;"
"83","adhes","adhere tightly, stick fast;"
"84","adjec","add, increase, raise; add to (DAT/ad+ACC); suggest; hurl (weapon); throw to/at;"
"85","adeg","drive in/to (cattle), force, impel; cast, hurl; consign (curse); bind (oath);"
"86","adem","withdraw, take away, carry off; castrate; deprive, steal, seize; annul; rescue;"
"87","adingess","bring to/heap on in addition;"
"88","adinquis","investigate/inquire/look into further;"
"89","adjec","add, increase, raise; add to (DAT/ad+ACC); suggest; hurl (weapon); throw to/at;"
"90","adjunx","add, attach, join to, add to, support; apply to; harness, yoke; direct; confer;"
"91","adleg","choose, admit, elect, recruit, select, appoint;"
"92","adlicefec","entice, allure; attract, lure, seduce;"
"93","adlex","draw gently to, entice, lure, induce (sleep), attract, win over, encourage;"
"94","adlis","dash/crush against, bruise; ruin, damage; shipwreck; (PASS) suffer damage;"
"95","adlinev","smear/spread/dash over (W/DAT); spread out on; adhere to;"
"96","adlus","frolic/play/sport around/with, play against; jest, make mocking allusion to;"
"97","adlu","wash/flow past/near/against, lap; beset; bathe (person) (tears); deposit silt;"
"98","admis","urge on, put to a gallop; let in, admit, receive; grant, permit, let go;"
"99","admonefec","admonish; warn; urge; call to duty;"
"100","adnexu","tie on/to, tie up (ship); bind to; fasten on; attach, connect, join, annex;"
"101","adnu","designate by a nod; indicate, declare; nod assent; smile on; agree to, grant;"
"102","adobru","cover over with earth, bury;"
"103","adolev","grow up, mature, reach manhood/peak; become established/strong; grow, increase;"
"104","adolu","grow up, mature, reach manhood/peak; become established/strong; grow, increase;"
"105","adpeg","fasten to;"
"106","adpul","drive to, move up, bring along, force towards; put ashore at, land (ship);"
"107","adpend","weigh out; pay/give out; hang, cause to be suspended;"
"108","adpetiv","seek/grasp after, desire; assail; strive eagerly/long for; approach, near;"
"109","adplaus","strike together; clap, applaud; strike, slap; dash to the ground (w/terrae);"
"110","adplos","strike together; clap, applaud; strike, slap; dash to the ground (w/terrae);"
"111","adposu","place near, set before/on table, serve up; put/apply/add to; appoint/assign;"
"112","adprehend","seize (upon), grasp, cling to, lay hold of; apprehend; embrace; overtake;"
"113","adprend","seize (upon), grasp, cling to, lay hold of; apprehend; embrace; overtake;"
"114","adpress","press on/to; clench (the teeth);"
"115","adpromis","promise in addition (to another), promise also;"
"116","adquie","lie with (w/cum), rest, relax; repose (in death); acquiesce, assent; subside;"
"117","adquiev","lie with (w/cum), rest, relax; repose (in death); acquiesce, assent; subside;"
"118","adquisiv","acquire besides/in addition, obtain, gain, win, get; add to stock; accrue;"
"119","adras","shave/scrape/pare close; trim; fleece; [~ cacumen => lop off];"
"120","adreps","creep/move stealthily towards, steal up; feel one's way, worm one's way (trust);"
"121","adrex","set upright, tilt upwards, stand on end, raise; become sexually excited/aroused;"
"122","adripu","take hold of; seize (hand/tooth/claw), snatch; arrest; assail; pick up, absorb;"
"123","adros","gnaw/nibble (away part); erode, eat away(disease/chemicals). wash away (water);"
"124","adru","heap up (earth); cover (with earth), bury;"
"125","adscend","climb; go/climb up; mount, scale; mount up, embark; rise, ascend, move upward;"
"126","adsciv","adopt, assume; receive, admit, approve of, associate; take over, claim;"
"127","adscrips","add/state in writing, insert; appoint; enroll, enfranchise; reckon, number;"
"128","adseru","lay hands on, grasp; assert, allege; free, release; claim; protect, preserve;"
"129","adsev","plant/set at/near;"
"130","adsiccu","dry out, become dry;"
"131","adsed","sit down, take a seat; perch, alight, settle; sit by/near (to) (w/DAT);"
"132","adstit","take a position/stand (near/by), attend; appear before; set/place near;"
"133","adspars","sprinkle/strew on, splatter, splash; defile, stain; cast (slur); inflict (harm);"
"134","adspers","sprinkle/strew on, splatter, splash; defile, stain; cast (slur); inflict (harm);"
"135","adspex","look/gaze on/at, see, observe, behold, regard; face; consider, contemplate;"
"136","adspu","spit (at/on);"
"137","adstrav","prostrate oneself, lie prone (on);"
"138","adstitu","place near/before; make to stand before;"
"139","adstrepu","make a noise at, shout in support, take up a cry; assail with noise; murmur;"
"140","adstrinx","tie up/down/back/on/together/tightly; bind, grasp, tighten, fix; form boundary;"
"141","adstrinx","|oblige, commit; compress, narrow, restrict; knit (brows); freeze, solidify;"
"142","adstrux","build on/additional structure; heap/pile (on); add to/on, contribute, provide;"
"143","adsuefec","accustom (to), habituate, inure; make accustomed/used (to), train;"
"144","adsuev","accustom, become/grow accustomed to/used to/intimate with; make familiar;"
"145","adsux","suck towards;"
"146","adsumps","take (to/up/on/from), adopt/raise, use; assume/receive; insert/add; usurp/claim;"
"147","adsu","sew or patch on;"
"148","adsurrex","rise/stand up, rise to one's feet/from bed; climb, lift oneself; grow; soar;"
"149","adtend","turn/stretch towards; apply; attend/pay (close) attention to, listen carefully;"
"150","adtriv","rub, rub against; grind; chafe; wear out/down/away; diminish, impair; waste;"
"151","adtexu","add, join on, link to; weave/plait on, attach by weaving;"
"152","adtig","touch, touch/border on; reach, arrive at, achieve; mention briefly; belong to;"
"153","adtig","touch, touch/border on; reach, arrive at, achieve; mention briefly; belong to;"
"154","adtinx","wipe/smear on?;"
"155","adtrax","attract, draw/drag together/in/before/along; inhale; gather saliva; bend (bow);"
"156","adtribu","assign/allot/attribute/impute to; grant, pay; appoint, put under jurisdiction;"
"157","aduss","scorch, singe; burn; consume in fire;"
"158","advex","carry, bring, convey (to); [advehor => arrive by travel, ride to];"
"159","advert","turn/face to/towards; direct/draw one's attention to; steer/pilot (ship);"
"160","advesperavi","evening is coming on, it draws toward evening; it is growing dark;"
"161","advix","live with (w/cum); survive, be alive;"
"162","advolv","roll to/towards; fall on knees (genibus advolvor), grovel, prostrate oneself;"
"163","advort","turn/face to/towards; direct/draw one's attention to; steer/pilot (ship);"
"164","aedifec","build, erect, construct, make; create; establish;"
"165","affec","affect, make impression; move, influence; cause (hurt/death), afflict, weaken;"
"166","affix","fasten/fix/pin/attach to (w/DAT), annex; impress upon; pierce; chain, confine;"
"167","affinx","add to, attach; aggravate; embellish, counterfeit, forge; claim wrongly;"
"168","afflix","overthrow/throw down; afflict, damage, crush, break, ruin; humble, weaken, vex;"
"169","afflux","flow on/to/towards/by; glide/drift quietly; flock together, throng; abound;"
"170","affud","pour on/upon/into, heap up; shed/spill (blood); wash;"
"171","affux","flow/stream/issue (from), flow away; abound in (w/ABL), be abundant, abound;"
"172","aflux","flow/stream/issue (from), flow away; abound in (w/ABL), be abundant, abound;"
"173","aggess","heap/cover up over, pile/build up, erect; accumulate; intensify, exaggerate;"
"174","aggress","approach, advance; attack, assail; undertake, seize (opportunity), attempt;"
"175","agnov","recognize, realize, discern; acknowledge, claim, admit to/responsibility;"
"176","eg","drive/urge/conduct/act; spend (time w/cum); thank (w/gratias); deliver (speech);"
"177","als","catch cold; become cold (things);"
"178","alleg","choose, admit, elect, recruit, select, appoint;"
"179","allicefec","entice, allure; attract, lure, seduce;"
"180","allex","draw gently to, entice, lure, induce (sleep), attract, win over, encourage;"
"181","allis","dash/crush against, bruise; ruin, damage; shipwreck; (PASS) suffer damage;"
"182","allinev","smear/spread/dash over (W/DAT); spread out on; adhere to;"
"183","allus","frolic/play/sport around/with, play against; jest, make mocking allusion to;"
"184","allu","wash/flow past/near/against, lap; beset; bathe (pers.) (tears); deposit silt;"
"185","alu","feed, nourish, rear, nurse, suckle; cherish; support, maintain, develop;"
"186","alu","feed, nourish, rear, nurse, suckle; cherish; support, maintain, develop;"
"187","ambaded","eat/gnaw around; eat up entirely;"
"188","ambed","eat/gnaw around the edge; erode (water); waste; eat, consume, devour; char;"
"189","ambuss","burn around, scorch, char, scald; fire harden; burn up, cremate; frost-bite/nip;"
"190","amis","lose; lose by death; send away, dismiss; part with; let go/slip/fall, drop;"
"191","ammis","urge on, put to a gallop; let in, admit, receive; grant, permit, let go;"
"192","ammonefec","admonish; warn; urge; call to duty;"
"193","anx","choke, throttle, strangle; press tight; distress, cause pain, vex, trouble;"
"194","animadvert","pay attention to, attend to; notice, observe; judge, estimate; punish (in+ACC);"
"195","annexu","tie on/to, tie up (ship); bind to; fasten on; attach, connect, join, annex;"
"196","annu","designate w/nod, nod assent; indicate, declare; favor/smile on; agree to, grant;"
"197","anquisiv","seek, search diligently after, inquire into, examine judicially; indict;"
"198","anstrux","support;"
"199","anteeg","do before;"
"200","antecep","take/seize beforehand, pre-occupy, forestall; anticipate;"
"201","antecess","precede, go before/ahead/in front of, attain before; excel, surpass, outstrip;"
"202","antecucurr","run in front of/before;"
"203","antecurr","run in front of/before;"
"204","antemis","send ahead. send in advance; place in front;"
"205","anteposu","set before (w/DAT), place/station before, serve (food); prefer, value above;"
"206","antevert","act first, get ahead; anticipate; forestall; give priority; take precedence;"
"207","apepul","draw/push/drive aside/away (from);"
"208","appeg","fasten to;"
"209","appelliv","apply, to put in practice;"
"210","appul","drive to, move up, bring along, force towards; put ashore at, land (ship);"
"211","append","weigh out; pay/give out; hang, cause to be suspended;"
"212","appetiv","seek/grasp after, desire; assail; strive eagerly/long for; approach, near;"
"213","applaus","strike together; clap, applaud; strike, slap; dash to the ground (w/terrae);"
"214","applos","strike together; clap, applaud; strike, slap; dash to the ground (w/terrae);"
"215","apposu","place near, set before/on table, serve up; put/apply/add to; appoint/assign;"
"216","apprehend","seize (upon), grasp, cling to, lay hold of; apprehend; embrace; overtake;"
"217","apprend","seize (upon), grasp, cling to, lay hold of; apprehend; embrace; overtake;"
"218","appress","press on/to; clench (the teeth);"
"219","appromis","promise in addition (to another), promise also;"
"220","apscess","withdraw, depart, retire; go/pass off/away; desist; recede (coasts); slough;"
"221","apscid","hew/cut off/away; separate, divide; take away violently; expel, banish; prune;"
"222","apscid","|take away violently; expel/banish; destroy (hope); amputate; prune; cut short;"
"223","apscid","tear (away/off) (clothing); cut off/away/short; part, break, divide, separate;"
"224","apscond","hide, conceal, secrete, ""shelter""; leave behind; bury, engulf, swallow up; keep;"
"225","apsistit","withdraw from; desist, cease; leave off; depart, go away from; stand back;"
"226","apsolv","free (bonds), release; acquit; vote for/secure acquittal; pay off; sum up;"
"227","apsters","wipe off/clean/away, clean away, cleanse, strip off; banish, expel, dispel;"
"228","apstrax","drag away from, remove forcibly, abort; carry off to execution; split;"
"229","apstrus","thrust away, conceal, hide; suppress/prevent (emotion) becoming apparent;"
"230","apsumps","spend, waste, squander, use up; take up (time); consume; exhaust, wear out;"
"231","arcersiv","send for, summon; indict/accuse; fetch, import; invite; invoke; bring on oneself"
"232","arcessiv","send for, summon, indict; fetch, import; invite; invoke; bring on oneself;"
"233","arcu","keep away, protect;"
"234","ars","catch/take fire, kindle; become ignited/inflamed/hot/eager; erupt (volcano);"
"235","arefec","dry up, wither up, break down; make dry, dry;"
"236","arescu","become dry; dry up; wither (plants); run dry (stream/tears); languish (L=S);"
"237","aru","become dry; dry up; wither (plants); run dry (stream/tears); languish (L+S);"
"238","argu","prove, argue, allege; disclose; accuse, complain of, charge, blame, convict;"
"239","arreps","creep/move stealthily towards, steal up; feel one's way, worm one's way (trust);"
"240","arrex","set upright, tilt upwards, stand on end, raise; become sexually excited/aroused;"
"241","arripu","take hold of; seize (hand/tooth/claw), snatch; arrest; assail; pick up, absorb;"
"242","arros","gnaw/nibble (away part); erode, eat away(disease/chemicals). wash away (water);"
"243","arru","heap up (earth); cover (with earth), bury;"
"244","arvex","carry, bring, convey (to); [advehor => arrive by travel, ride to];"
"245","ascend","climb; go/climb up; mount, scale; mount up, embark; rise, ascend, move upward;"
"246","asciv","adopt, assume; receive, admit, approve of, associate; take over, claim;"
"247","ascrips","add/state in writing, insert; appoint; enroll, enfranchise; reckon, number;"
"248","aspars","sprinkle/strew on, splatter, splash; defile, stain; cast (slur); inflict (harm);"
"249","aspers","sprinkle/strew on, splatter, splash; defile, stain; cast (slur); inflict (harm);"
"250","aspex","look/gaze on/at, see, observe, behold, regard; face; consider, contemplate;"
"251","aspu","spit (at/on);"
"252","asseru","lay hands on/grasp; assert/state/allege; free/release; claim; protect/preserve;"
"253","assev","plant/set at/near;"
"254","assiccu","dry out/up, become dry;"
"255","assed","sit down, take a seat; perch, alight, settle; sit by/near (to) (w/DAT);"
"256","asstit","take position/stand (near/by), attend; appear before; set/place near; defend;"
"257","assuefec","accustom (to), habituate, inure; make accustomed/used (to), train;"
"258","assuev","accustom, become/grow accustomed to/used to/intimate with; make familiar;"
"259","assux","suck towards;"
"260","assu","sew or patch on;"
"261","assurrex","rise/stand up, rise to one's feet/from bed; climb, lift oneself; grow; soar;"
"262","astrav","prostrate oneself, lie prone (on);"
"263","astitu","place near/before; make to stand before;"
"264","astrepu","make a noise at, shout in support, take up a cry; assail with noise; murmur;"
"265","astrinx","tie up/down/back/on/together/tightly; bind, grasp, tighten, fix; form boundary;"
"266","astrinx","|oblige, commit; compress, narrow, restrict; knit (brows); freeze, solidify;"
"267","astrux","build on/additional structure; heap/pile (on); add to/on, contribute, provide;"
"268","attend","turn/stretch towards; apply; attend/pay (close) attention to, listen carefully;"
"269","attriv","rub, rub against; grind; chafe; wear out/down/away; diminish, impair; waste;"
"270","attexu","add, join on, link to; weave/plait on, attach by weaving;"
"271","attig","touch, touch/border on; reach, arrive at, achieve; mention briefly; belong to;"
"272","attig","touch, touch/border on; reach, arrive at, achieve; mention briefly; belong to;"
"273","attinx","wipe/smear on?;"
"274","attrax","attract, draw/drag together/in/before/along; inhale; gather saliva; bend (bow);"
"275","attribu","assign/allot/attribute/impute to; grant, pay; appoint, put under jurisdiction;"
"276","aufug","flee, flee from, shun; run/fly away, escape; disappear (things), vanish;"
"277","avex","carry away, carry; (passive) ride away/off, sail away, go away, depart;"
"278","avell","tear/pluck/wrench away/out/off; separate by force, part; take away, wrest;"
"279","avols","tear/pluck/wrench away/out/off; separate by force, part; take away, wrest;"
"280","avuls","tear/pluck/wrench away/out/off; separate by force, part; take away, wrest;"
"281","averr","sweep/brush away, take away, clear away (table);"
"282","avert","turn away from/aside, divert, rout; disturb; withdraw; steal, misappropriate;"
"283","avorr","sweep/brush away, take away, clear away (table);"
"284","avort","turn away from/aside, divert, rout; disturb; withdraw; steal, misappropriate;"
"285","benedix","bless; praise; speak well of; speak kindly of (classically 2 words);"
"286","benefec","do service/good to; make well/ably; benefit; bless; (usu. 2 words);"
"287","bib","drink; toast; visit, frequent (w/river name); drain, draw off; thirst for; suck;"
"288","cecid","fall, sink, drop, plummet, topple; be slain, die; end, cease, abate; decay;"
"289","caecid","chop, hew, cut out/down/to pieces; strike, smite, murder; slaughter; sodomize;"
"290","cecid","chop, hew, cut out/down/to pieces; strike, smite, murder; slaughter; sodomize;"
"291","calefec","make warm/hot (exert/ferment); heat; excite/rouse; vex/trouble; pursue eagerly;"
"292","calfec","make warm/hot (exert/ferment); heat; excite/rouse; vex/trouble; pursue eagerly;"
"293","callisc","grow insensitive; become dull/insensible (L+S);"
"294","cancerav","become cancerous; be afflicted with cancer; suppurate like a cancer;"
"295","candefec","make dazzling white; make glowing; heat, make hot;"
"296","candu","grow/become light/bright white; begin to glisten/radiate; become (red) hot;"
"297","can","sing, celebrate, chant; crow; recite; play (music)/sound (horn); foretell;"
"298","cecin","sing, celebrate, chant; crow; recite; play (music)/sound (horn); foretell;"
"299","capesciv","grasp, take; undertake, manage; pursue with zeal; carry out orders; (=capesso);"
"300","capessiv","grasp, take, seize eagerly; undertake, manage; pursue w/zeal; carry out orders;"
"301","cep","take hold, seize; grasp; take bribe; arrest/capture; put on; occupy; captivate;"
"302","capissiv","grasp, take, seize eagerly; undertake, manage; pursue w/zeal; carry out orders;"
"303","carps","seize/pick/pluck/gather/browse/tear off; graze/crop; tease/pull out/card (wool);"
"304","carps","|separate/divide, tear down; carve; despoil/fleece; pursue/harry; consume/erode;"
"305","cavefec","take precautions/defensive action, beware, avoid; give/get surety; stipulate;"
"306","cess","go/pass (from/away); withdraw/retire/leave; step aside/make way; take place of;"
"307","cess","|grant, concede, yield, submit; fall back/to; happen/result; start (period);"
"308","crev","sift, separate, distinguish, discern, resolve, determine; see; examine; decide;"
"309","cinx","surround/encircle/ring; enclose; beleaguer; accompany; gird, equip; ring (tree);"
"310","circueg","drive/lead around; turn (around); wheel, revolve; upset; change opinions, sway;"
"311","circumeg","drive/lead around; turn (around); wheel, revolve; upset; change opinions, sway;"
"312","circumcaed","cut/make incision around, ring; clip; circumcise; cut out; remove; diminish;"
"313","circumcid","cut/make incision around, ring; clip; circumcise; cut out; remove; diminish;"
"314","circumcinx","surround, enclose; lie around, be round; surround/encircle (with); gird about;"
"315","circumclaus","surround; encircle/enclose/build round (w/structure); hedge/shut in, circumvent;"
"316","circumclus","surround; encircle/enclose/build round (w/structure); hedge/shut in, circumvent;"
"317","circumcucurr","run/extend round/about the periphery (of structures);"
"318","circumcurr","run/extend round/about the periphery (of structures);"
"319","circumdux","lead out of the way/round about; cheat, mislead, trick out of; take/go around;"
"320","circumdux","|lead/wheel/draw a line/ring around/in a circle; prolong (sound); build around;"
"321","circumfix","fix/fasten/secure all around;"
"322","circumfinx","form around;"
"323","circumflex","bend/turn (course) around (pivot/turning point); prolong/circumflex (vowel);"
"324","circulflux","flow/crowd/flock around; overflow; have/be in  abundance, be rich/well supplied;"
"325","circumfod","dig around, ease earth around (plants); surround (trees) with a trench;"
"326","circumfremu","roar/growl/utter cries of anger/protest/make a noise round;"
"327","circumfud","pour around;"
"328","circumfund","pour/drape/crowd around; cause (water) to go round/part; surround; distribute;"
"329","circumgemu","roar/moan/groan around;"
"330","circumjec","cast/throw or place/put/build around; put on flank of; encompass/envelop;"
"331","circuminjec","throw up all around;"
"332","circuminjec","throw up all around;"
"333","circuminvolv","involve/cover all around, enclose, envelop;"
"334","circumjec","cast/throw or place/put/build around; put on flank of; encompass/envelop;"
"335","circumlamb","lick around;"
"336","circumleg","sail round; compassing by the shore (Vulgate Acts 28:13);"
"337","circumlev","smear/anoint all over (with); decorate, daub/paint around, paint background;"
"338","circumlu","wash or flow around; skirt; surround; wash upon (L+S);"
"339","circummix","urinate/make water round/over (something);"
"340","circummis","send around/to different parts (embassies/missions); send round, flank;"
"341","circumnexu","wrap/bind around; surround, envelop;"
"342","circumobru","heap up earth around; cover/wrap around (L+S);"
"343","circumplaus","surround with applause, applaud/greet/clap all around;"
"344","circumplex","encompass; embrace/clasp; surround/encircle; enclose (w/wall); cover roundabout;"
"345","circumposu","put/set/place (all) around/on either side of; confer (Souter);"
"346","circumpung","prick/puncture all round;"
"347","circumras","scrape/shave/pare around;"
"348","circumros","nibble/gnaw/talk all round, eat off outer part of; speak about; slander;"
"349","circumsaeps","fence/hedge round/in, enclose, surround;"
"350","circumscalps","scrape/scratch around/about;"
"351","circumscind","tear/rip/strip (all around) (the clothes of);"
"352","circumscrips","abridge, write concise form/well-turned phrase; cheat, impose on; circumvent;"
"353","circumscrips","|draw a line/circle around; circumscribe; hem in, confine, restrict; rule out;"
"354","circumseps","fence/hedge round/in, enclose, surround;"
"355","circumsev","plant/sow/set round (something);"
"356","circumsid","besiege/invest/blockade; surround, mob (person), beset; sit/live/settle round;"
"357","circumstit","stand/gather/crowd/take a stand around; surround, beset; be on either side;"
"358","circumspars","sprinkle/spray round about/around;"
"359","circumspers","sprinkle/spray round about/around; strew/scatter round about/around (L+S);"
"360","circumspex","look around/over/for, survey; inspect; search for/seek; examine/review; ponder;"
"361","circumstrepu","make a noise around; surround with noise; shout/cry clamorously around (person);"
"362","circumstrinx","bind about, put on; tie around, surround, clothe with;"
"363","circumstrux","build round, surround with a structure (externally/internally);"
"364","circumsurrex","rise/project all around;"
"365","circumtex","cover round about;"
"366","circumtetend","cover/surround by stretching;"
"367","circumtriv","rub/press/stand close/crowd on all sides; wear/rub away all around;"
"368","circumtremu","shake/tremble all around;"
"369","circumvas","form a ring round, surround, encompass, beset, attack/assail on every side;"
"370","circumverr","sweep/clean/skim around/over;"
"371","circumvert","free (slave) by manumission; (PASS) turn (oneself) round, revolve (round);"
"372","circumvis","look round at; glare round upon;"
"373","circumvolv","roll/revolve round, twine/coil around; wind around (w/something);"
"374","circumvort","free (slave) by manumission; (PASS) turn (oneself) round, revolve (round);"
"375","clangu","clang, make ringing noise; sound (horn); scream (eagle); speak w/ringing tone;"
"376","claru","be illuminated; become bright/evident/clear; become loud or famous/notorious;"
"377","claus","limp, stumble/falter/hesitate; be weak/imperfect, fall short; be lame, hobble;"
"378","claus","close, shut, block up; conclude, finish; blockade, besiege; enclose; confine;"
"379","cleps","steal; take away secretly; overhear, listen secretly; steal/hide oneself away;"
"380","clinx","surround/encircle/ring; enclose; beleaguer; accompany; gird, equip; ring (tree);"
"381","clos","close, shut, block up; conclude, finish; blockade, besiege; enclose; confine;"
"382","clus","limp, halt; be weak, be imperfect;"
"383","clus","close, shut, block up; conclude, finish; blockade, besiege; enclose; confine;"
"384","coaccess","come to or be added besides;"
"385","coacu","become sour/acid; deteriorate; become corrupt;"
"386","coadulev","grow up along with;"
"387","coalu","join/grow together; coalesce; close (wound); become unified/strong/established;"
"388","coalu","sustain/nourish together;"
"389","coalu","sustain/nourish together;"
"390","coaru","dry up/wither together; become/run dry together;"
"391","coargu","refute; show, demonstrate; overwhelm w/proof; silence; convict; prove guilty;"
"392","coassumps","assume together;"
"393","cox","cook; boil, fry, bake; burn, parch (sun); stir up; ripen, mature (plot); digest;"
"394","coem","buy; buy up;"
"395","coep","begin, commence, initiate; set foot on; (usu. PERF PASS w/PASS INF; PRES early);"
"396","coextend","have same extension/expansion;"
"397","cognov","become acquainted with/aware of; recognize; learn, find to be; inquire/examine;"
"398","coeg","collect/gather, round up, restrict/confine; force/compel; convene; congeal;"
"399","cohorru","shudder; shiver/shake (from emotion/fear/cold/illness);"
"400","cojec","throw/put/pile together; conclude, infer, guess; assign, make go; classify, put;"
